OrderID,ContactName,Country,Freight,NewFreight
10521,Patricio Simpson,Argentina,17.2200,18.0810
10782,Patricio Simpson,Argentina,1.1000,1.1550
10819,Patricio Simpson,Argentina,19.7600,20.7480
10881,Patricio Simpson,Argentina,2.8400,2.9820
10937,Patricio Simpson,Argentina,31.5100,33.0855
11054,Patricio Simpson,Argentina,0.3300,0.3465
10259,Francisco Chang,Mexico,3.2500,3.4125
10254,Yang Wang,Switzerland,22.9800,24.1290
10370,Yang Wang,Switzerland,1.1700,1.2285
10519,Yang Wang,Switzerland,91.7600,96.3480
10731,Yang Wang,Switzerland,96.6500,101.4825
10746,Yang Wang,Switzerland,31.4300,33.0015
10966,Yang Wang,Switzerland,27.1900,28.5495
11029,Yang Wang,Switzerland,47.8400,50.2320
11041,Yang Wang,Switzerland,48.2200,50.6310
10290,Pedro Afonso,Brazil,79.7000,83.6850
10466,Pedro Afonso,Brazil,11.9300,12.5265
10494,Pedro Afonso,Brazil,65.9900,69.2895
10969,Pedro Afonso,Brazil,0.2100,0.2205
11042,Pedro Afonso,Brazil,29.9900,31.4895
10435,Elizabeth Brown,UK,9.2100,9.6705
10462,Elizabeth Brown,UK,6.1700,6.4785
10848,Elizabeth Brown,UK,38.2400,40.1520
10363,Sven Ottlieb,Germany,30.5400,33.5940
10391,Sven Ottlieb,Germany,5.4500,5.9950
10797,Sven Ottlieb,Germany,33.3500,36.6850
10825,Sven Ottlieb,Germany,79.2500,87.1750
11036,Sven Ottlieb,Germany,149.4700,164.4170
11067,Sven Ottlieb,Germany,7.9800,8.7780
10311,Janine Labrune,France,24.6900,27.1590
10609,Janine Labrune,France,1.8500,2.0350
10683,Janine Labrune,France,4.4000,4.8400
10890,Janine Labrune,France,32.7600,36.0360
10364,Ann Devon,UK,71.9700,75.5685
10400,Ann Devon,UK,83.9300,88.1265
10532,Ann Devon,UK,74.4600,78.1830
10726,Ann Devon,UK,16.5600,17.3880
10987,Ann Devon,UK,185.4800,194.7540
11024,Ann Devon,UK,74.3600,78.0780
11047,Ann Devon,UK,46.6200,48.9510
11056,Ann Devon,UK,278.9600,292.9080
10258,Roland Mendel,Austria,140.5100,147.5355
10263,Roland Mendel,Austria,146.0600,153.3630
10351,Roland Mendel,Austria,162.3300,170.4465
10368,Roland Mendel,Austria,101.9500,107.0475
10382,Roland Mendel,Austria,94.7700,99.5085
10390,Roland Mendel,Austria,126.3800,132.6990
10402,Roland Mendel,Austria,67.8800,71.2740
10403,Roland Mendel,Austria,73.7900,77.4795
10430,Roland Mendel,Austria,458.7800,481.7190
10442,Roland Mendel,Austria,47.9400,50.3370
10514,Roland Mendel,Austria,789.9500,829.4475
10571,Roland Mendel,Austria,26.0600,27.3630
10595,Roland Mendel,Austria,96.7800,101.6190
10633,Roland Mendel,Austria,477.9000,501.7950
10667,Roland Mendel,Austria,78.0900,81.9945
10698,Roland Mendel,Austria,272.4700,286.0935
10764,Roland Mendel,Austria,145.4500,152.7225
10771,Roland Mendel,Austria,11.1900,11.7495
10773,Roland Mendel,Austria,96.4300,101.2515
10776,Roland Mendel,Austria,351.5300,369.1065
10795,Roland Mendel,Austria,126.6600,132.9930
10836,Roland Mendel,Austria,411.8800,432.4740
10854,Roland Mendel,Austria,100.2200,105.2310
10895,Roland Mendel,Austria,162.7500,170.8875
10968,Roland Mendel,Austria,74.6000,78.3300
10979,Roland Mendel,Austria,353.0700,370.7235
10990,Roland Mendel,Austria,117.6100,123.4905
11008,Roland Mendel,Austria,79.4600,83.4330
11017,Roland Mendel,Austria,754.2600,791.9730
11072,Roland Mendel,Austria,258.6400,271.5720
10347,Aria Cruz,Brazil,3.1000,3.2550
10386,Aria Cruz,Brazil,13.9900,14.6895
10414,Aria Cruz,Brazil,21.4800,22.5540
10512,Aria Cruz,Brazil,3.5300,3.7065
10581,Aria Cruz,Brazil,3.0100,3.1605
10650,Aria Cruz,Brazil,176.8100,185.6505
10725,Aria Cruz,Brazil,10.8300,11.3715
10408,Martine RancÃ©,France,11.2600,12.3860
10480,Martine RancÃ©,France,1.3500,1.4850
10634,Martine RancÃ©,France,487.3800,536.1180
10763,Martine RancÃ©,France,37.3500,41.0850
10789,Martine RancÃ©,France,100.6000,110.6600
10264,Maria Larsson,Sweden,3.6700,3.8535
10327,Maria Larsson,Sweden,63.3600,66.5280
10378,Maria Larsson,Sweden,5.4400,5.7120
10434,Maria Larsson,Sweden,17.9200,18.8160
10460,Maria Larsson,Sweden,16.2700,17.0835
10533,Maria Larsson,Sweden,188.0400,197.4420
10561,Maria Larsson,Sweden,242.2100,254.3205
10703,Maria Larsson,Sweden,152.3000,159.9150
10762,Maria Larsson,Sweden,328.7400,345.1770
10774,Maria Larsson,Sweden,48.2000,50.6100
10824,Maria Larsson,Sweden,1.2300,1.2915
10880,Maria Larsson,Sweden,88.0100,92.4105
10902,Maria Larsson,Sweden,44.1500,46.3575
10955,Maria Larsson,Sweden,3.2600,3.4230
10977,Maria Larsson,Sweden,208.5000,218.9250
10980,Maria Larsson,Sweden,1.2600,1.3230
10993,Maria Larsson,Sweden,8.8100,9.2505
11001,Maria Larsson,Sweden,197.3000,207.1650
11050,Maria Larsson,Sweden,59.4100,62.3805
10267,Peter Franken,Germany,208.5800,229.4380
10337,Peter Franken,Germany,108.2600,119.0860
10342,Peter Franken,Germany,54.8300,60.3130
10396,Peter Franken,Germany,135.3500,148.8850
10488,Peter Franken,Germany,4.9300,5.4230
10560,Peter Franken,Germany,36.6500,40.3150
10623,Peter Franken,Germany,97.1800,106.8980
10653,Peter Franken,Germany,93.2500,102.5750
10670,Peter Franken,Germany,203.4800,223.8280
10675,Peter Franken,Germany,31.8500,35.0350
10717,Peter Franken,Germany,59.2500,65.1750
10791,Peter Franken,Germany,16.8500,18.5350
10859,Peter Franken,Germany,76.1000,83.7100
10929,Peter Franken,Germany,33.9300,37.3230
11012,Peter Franken,Germany,242.9500,267.2450
10671,Carine Schmitt,France,30.3400,33.3740
10860,Carine Schmitt,France,19.2600,21.1860
10971,Carine Schmitt,France,121.8200,134.0020
10422,Paolo Accorti,Italy,3.0200,3.1710
10710,Paolo Accorti,Italy,4.9800,5.2290
10753,Paolo Accorti,Italy,7.7000,8.0850
10807,Paolo Accorti,Italy,1.3600,1.4280
11026,Paolo Accorti,Italy,47.0900,49.4445
11060,Paolo Accorti,Italy,10.9800,11.5290
10328,Lino Rodriguez,Portugal,87.0300,91.3815
10352,Lino Rodriguez,Portugal,1.3000,1.3650
10464,Lino Rodriguez,Portugal,89.0000,93.4500
10491,Lino Rodriguez,Portugal,16.9600,17.8080
10551,Lino Rodriguez,Portugal,72.9500,76.5975
10604,Lino Rodriguez,Portugal,7.4600,7.8330
10664,Lino Rodriguez,Portugal,1.2700,1.3335
10963,Lino Rodriguez,Portugal,2.7000,2.8350
10366,Eduardo Saavedra,Spain,10.1400,10.6470
10426,Eduardo Saavedra,Spain,18.6900,19.6245
10568,Eduardo Saavedra,Spain,6.5400,6.8670
10887,Eduardo Saavedra,Spain,1.2500,1.3125
10928,Eduardo Saavedra,Spain,1.3600,1.4280
10303,JosÃ© Pedro Freyre,Spain,107.8300,113.2215
10550,JosÃ© Pedro Freyre,Spain,4.3200,4.5360
10629,JosÃ© Pedro Freyre,Spain,85.4600,89.7330
10872,JosÃ© Pedro Freyre,Spain,175.3200,184.0860
10874,JosÃ© Pedro Freyre,Spain,19.5800,20.5590
10888,JosÃ© Pedro Freyre,Spain,51.8700,54.4635
10911,JosÃ© Pedro Freyre,Spain,38.1900,40.0995
10948,JosÃ© Pedro Freyre,Spain,23.3900,24.5595
11009,JosÃ© Pedro Freyre,Spain,59.1100,62.0655
11037,JosÃ© Pedro Freyre,Spain,3.2000,3.3600
10423,AndrÃ© Fonseca,Brazil,24.5000,25.7250
10652,AndrÃ© Fonseca,Brazil,7.1400,7.4970
10685,AndrÃ© Fonseca,Brazil,33.7500,35.4375
10709,AndrÃ© Fonseca,Brazil,210.8000,221.3400
10734,AndrÃ© Fonseca,Brazil,1.6300,1.7115
10777,AndrÃ© Fonseca,Brazil,3.0100,3.1605
10790,AndrÃ© Fonseca,Brazil,28.2300,29.6415
10959,AndrÃ© Fonseca,Brazil,4.9800,5.2290
11049,AndrÃ© Fonseca,Brazil,8.3400,8.7570
10528,Howard Snyder,USA,3.3500,3.8525
10589,Howard Snyder,USA,4.4200,5.0830
10616,Howard Snyder,USA,116.5300,134.0095
10617,Howard Snyder,USA,18.5300,21.3095
10656,Howard Snyder,USA,57.1500,65.7225
10681,Howard Snyder,USA,76.1300,87.5495
10816,Howard Snyder,USA,719.7800,827.7470
10936,Howard Snyder,USA,33.6800,38.7320
11006,Howard Snyder,USA,25.1900,28.9685
11040,Howard Snyder,USA,18.8400,21.6660
11061,Howard Snyder,USA,14.0100,16.1115
10268,Manuel Pereira,Venezuela,66.2900,69.6045
10785,Manuel Pereira,Venezuela,1.5100,1.5855
10250,Mario Pontes,Brazil,65.8300,69.1215
10253,Mario Pontes,Brazil,58.1700,61.0785
10541,Mario Pontes,Brazil,68.6500,72.0825
10645,Mario Pontes,Brazil,12.4100,13.0305
10690,Mario Pontes,Brazil,15.8000,16.5900
10770,Mario Pontes,Brazil,5.3200,5.5860
10783,Mario Pontes,Brazil,124.9800,131.2290
10886,Mario Pontes,Brazil,4.9900,5.2395
10903,Mario Pontes,Brazil,36.7100,38.5455
10922,Mario Pontes,Brazil,62.7400,65.8770
10925,Mario Pontes,Brazil,2.2700,2.3835
10981,Mario Pontes,Brazil,193.3700,203.0385
11022,Mario Pontes,Brazil,6.2700,6.5835
11052,Mario Pontes,Brazil,67.2600,70.6230
10257,Carlos HernÃ¡ndez,Venezuela,81.9100,86.0055
10395,Carlos HernÃ¡ndez,Venezuela,184.4100,193.6305
10476,Carlos HernÃ¡ndez,Venezuela,4.4100,4.6305
10486,Carlos HernÃ¡ndez,Venezuela,30.5300,32.0565
10490,Carlos HernÃ¡ndez,Venezuela,210.1900,220.6995
10498,Carlos HernÃ¡ndez,Venezuela,29.7500,31.2375
10552,Carlos HernÃ¡ndez,Venezuela,83.2200,87.3810
10601,Carlos HernÃ¡ndez,Venezuela,58.3000,61.2150
10613,Carlos HernÃ¡ndez,Venezuela,8.1100,8.5155
10641,Carlos HernÃ¡ndez,Venezuela,179.6100,188.5905
10705,Carlos HernÃ¡ndez,Venezuela,3.5200,3.6960
10796,Carlos HernÃ¡ndez,Venezuela,26.5200,27.8460
10863,Carlos HernÃ¡ndez,Venezuela,30.2600,31.7730
10901,Carlos HernÃ¡ndez,Venezuela,62.0900,65.1945
10957,Carlos HernÃ¡ndez,Venezuela,105.3600,110.6280
10960,Carlos HernÃ¡ndez,Venezuela,2.0800,2.1840
10976,Carlos HernÃ¡ndez,Venezuela,37.9700,39.8685
11055,Carlos HernÃ¡ndez,Venezuela,120.9200,126.9660
10375,Yoshi Latimer,USA,20.1200,23.1380
10394,Yoshi Latimer,USA,30.3400,34.8910
10415,Yoshi Latimer,USA,0.2000,0.2300
10600,Yoshi Latimer,USA,45.1300,51.8995
10660,Yoshi Latimer,USA,111.2900,127.9835
10298,Patricia McKenna,Ireland,168.2200,176.6310
10309,Patricia McKenna,Ireland,47.3000,49.6650
10335,Patricia McKenna,Ireland,42.1100,44.2155
10373,Patricia McKenna,Ireland,124.1200,130.3260
10380,Patricia McKenna,Ireland,35.0300,36.7815
10429,Patricia McKenna,Ireland,56.6300,59.4615
10503,Patricia McKenna,Ireland,16.7400,17.5770
10516,Patricia McKenna,Ireland,62.7800,65.9190
10567,Patricia McKenna,Ireland,33.9700,35.6685
10646,Patricia McKenna,Ireland,142.3300,149.4465
10661,Patricia McKenna,Ireland,17.5500,18.4275
10687,Patricia McKenna,Ireland,296.4300,311.2515
10701,Patricia McKenna,Ireland,220.3100,231.3255
10712,Patricia McKenna,Ireland,89.9300,94.4265
10736,Patricia McKenna,Ireland,44.1000,46.3050
10897,Patricia McKenna,Ireland,603.5400,633.7170
10912,Patricia McKenna,Ireland,580.9100,609.9555
10985,Patricia McKenna,Ireland,91.5100,96.0855
11063,Patricia McKenna,Ireland,81.7300,85.8165
10315,Helen Bennett,UK,41.7600,43.8480
10318,Helen Bennett,UK,4.7300,4.9665
10321,Helen Bennett,UK,3.4300,3.6015
10473,Helen Bennett,UK,16.3700,17.1885
10621,Helen Bennett,UK,23.7300,24.9165
10674,Helen Bennett,UK,0.9000,0.9450
10749,Helen Bennett,UK,61.5300,64.6065
10798,Helen Bennett,UK,2.3300,2.4465
10829,Helen Bennett,UK,154.7200,162.4560
10933,Helen Bennett,UK,54.1500,56.8575
10323,Philip Cramer,Germany,4.8800,5.3680
10325,Philip Cramer,Germany,64.8600,71.3460
10456,Philip Cramer,Germany,8.1200,8.9320
10457,Philip Cramer,Germany,11.5700,12.7270
10468,Philip Cramer,Germany,44.1200,48.5320
10506,Philip Cramer,Germany,21.1900,23.3090
10542,Philip Cramer,Germany,10.9500,12.0450
10630,Philip Cramer,Germany,32.3500,35.5850
10718,Philip Cramer,Germany,170.8800,187.9680
10799,Philip Cramer,Germany,30.7600,33.8360
10817,Philip Cramer,Germany,306.0700,336.6770
10849,Philip Cramer,Germany,0.5600,0.6160
10893,Philip Cramer,Germany,77.7800,85.5580
11028,Philip Cramer,Germany,29.5900,32.5490
10858,Daniel Tonini,France,52.5100,57.7610
10927,Daniel Tonini,France,19.7900,21.7690
10972,Daniel Tonini,France,0.0200,0.0220
10973,Daniel Tonini,France,15.1700,16.6870
10350,Annette Roulet,France,64.1900,70.6090
10358,Annette Roulet,France,19.6400,21.6040
10371,Annette Roulet,France,0.4500,0.4950
10413,Annette Roulet,France,95.6600,105.2260
10425,Annette Roulet,France,7.9300,8.7230
10454,Annette Roulet,France,2.7400,3.0140
10493,Annette Roulet,France,10.6400,11.7040
10500,Annette Roulet,France,42.6800,46.9480
10610,Annette Roulet,France,26.7800,29.4580
10631,Annette Roulet,France,0.8700,0.9570
10787,Annette Roulet,France,249.9300,274.9230
10832,Annette Roulet,France,43.2600,47.5860
10923,Annette Roulet,France,68.2600,75.0860
11051,Annette Roulet,France,2.7900,3.0690
10495,Yoshi Tannamuri,Canada,4.6500,5.3475
10620,Yoshi Tannamuri,Canada,0.9400,1.0810
10810,Yoshi Tannamuri,Canada,4.3300,4.9795
10482,John Steel,USA,7.4800,8.6020
10545,John Steel,USA,11.9200,13.7080
10279,Renate Messner,Germany,25.8300,28.4130
10284,Renate Messner,Germany,76.5600,84.2160
10343,Renate Messner,Germany,110.3700,121.4070
10497,Renate Messner,Germany,36.2100,39.8310
10522,Renate Messner,Germany,45.3300,49.8630
10534,Renate Messner,Germany,27.9400,30.7340
10536,Renate Messner,Germany,58.8800,64.7680
10557,Renate Messner,Germany,96.7200,106.3920
10592,Renate Messner,Germany,32.1000,35.3100
10593,Renate Messner,Germany,174.2000,191.6200
10772,Renate Messner,Germany,91.2800,100.4080
10862,Renate Messner,Germany,53.2300,58.5530
10891,Renate Messner,Germany,20.3700,22.4070
10934,Renate Messner,Germany,32.0100,35.2110
11070,Renate Messner,Germany,136.0000,149.6000
10579,Jaime Yorres,USA,13.7300,15.7895
10719,Jaime Yorres,USA,51.4400,59.1560
10735,Jaime Yorres,USA,45.9700,52.8655
10884,Jaime Yorres,USA,90.9700,104.6155
10283,Carlos GonzÃ¡lez,Venezuela,84.8100,89.0505
10296,Carlos GonzÃ¡lez,Venezuela,0.1200,0.1260
10330,Carlos GonzÃ¡lez,Venezuela,12.7500,13.3875
10357,Carlos GonzÃ¡lez,Venezuela,34.8800,36.6240
10381,Carlos GonzÃ¡lez,Venezuela,7.9900,8.3895
10461,Carlos GonzÃ¡lez,Venezuela,148.6100,156.0405
10499,Carlos GonzÃ¡lez,Venezuela,102.0200,107.1210
10543,Carlos GonzÃ¡lez,Venezuela,48.1700,50.5785
10780,Carlos GonzÃ¡lez,Venezuela,42.1300,44.2365
10823,Carlos GonzÃ¡lez,Venezuela,163.9700,172.1685
10899,Carlos GonzÃ¡lez,Venezuela,1.2100,1.2705
10997,Carlos GonzÃ¡lez,Venezuela,73.9100,77.6055
11065,Carlos GonzÃ¡lez,Venezuela,12.9100,13.5555
11071,Carlos GonzÃ¡lez,Venezuela,0.9300,0.9765
10405,Felipe Izquierdo,Venezuela,34.8200,36.5610
10485,Felipe Izquierdo,Venezuela,64.4500,67.6725
10638,Felipe Izquierdo,Venezuela,158.4400,166.3620
10697,Felipe Izquierdo,Venezuela,45.5200,47.7960
10729,Felipe Izquierdo,Venezuela,141.0600,148.1130
10811,Felipe Izquierdo,Venezuela,31.2200,32.7810
10838,Felipe Izquierdo,Venezuela,59.2800,62.2440
10840,Felipe Izquierdo,Venezuela,2.7100,2.8455
10919,Felipe Izquierdo,Venezuela,19.8000,20.7900
10954,Felipe Izquierdo,Venezuela,27.9100,29.3055
11014,Felipe Izquierdo,Venezuela,23.6000,24.7800
11039,Felipe Izquierdo,Venezuela,65.0000,68.2500
10307,Fran Wilson,USA,0.5600,0.6440
10317,Fran Wilson,USA,12.6900,14.5935
10544,Fran Wilson,USA,24.9100,28.6465
10662,Fran Wilson,USA,1.2800,1.4720
10665,Fran Wilson,USA,26.3100,30.2565
10867,Fran Wilson,USA,1.9300,2.2195
10883,Fran Wilson,USA,0.5300,0.6095
11018,Fran Wilson,USA,11.6500,13.3975
10275,Giovanni Rovelli,Italy,26.9300,28.2765
10300,Giovanni Rovelli,Italy,17.6800,18.5640
10404,Giovanni Rovelli,Italy,155.9700,163.7685
10467,Giovanni Rovelli,Italy,4.9300,5.1765
10635,Giovanni Rovelli,Italy,47.4600,49.8330
10754,Giovanni Rovelli,Italy,2.3800,2.4990
10784,Giovanni Rovelli,Italy,70.0900,73.5945
10818,Giovanni Rovelli,Italy,65.4800,68.7540
10939,Giovanni Rovelli,Italy,76.3300,80.1465
10950,Giovanni Rovelli,Italy,2.5000,2.6250
10529,Catherine Dewey,Belgium,66.6900,73.3590
10649,Catherine Dewey,Belgium,6.2000,6.8200
10760,Catherine Dewey,Belgium,155.6400,171.2040
10892,Catherine Dewey,Belgium,120.2700,132.2970
10896,Catherine Dewey,Belgium,32.4500,35.6950
10978,Catherine Dewey,Belgium,32.8200,36.1020
11004,Catherine Dewey,Belgium,44.8400,49.3240
10332,Jean FresniÃ¨re,Canada,52.8400,60.7660
10339,Jean FresniÃ¨re,Canada,15.6600,18.0090
10376,Jean FresniÃ¨re,Canada,20.3900,23.4485
10424,Jean FresniÃ¨re,Canada,370.6100,426.2015
10439,Jean FresniÃ¨re,Canada,4.0700,4.6805
10505,Jean FresniÃ¨re,Canada,7.1300,8.1995
10565,Jean FresniÃ¨re,Canada,7.1500,8.2225
10570,Jean FresniÃ¨re,Canada,188.9900,217.3385
10590,Jean FresniÃ¨re,Canada,44.7700,51.4855
10605,Jean FresniÃ¨re,Canada,379.1300,435.9995
10618,Jean FresniÃ¨re,Canada,154.6800,177.8820
10619,Jean FresniÃ¨re,Canada,91.0500,104.7075
10724,Jean FresniÃ¨re,Canada,57.7500,66.4125
10277,Alexander Feuer,Germany,125.7700,138.3470
10575,Alexander Feuer,Germany,127.3400,140.0740
10699,Alexander Feuer,Germany,0.5800,0.6380
10779,Alexander Feuer,Germany,58.1300,63.9430
10945,Alexander Feuer,Germany,10.2200,11.2420
10517,Simon Crowther,UK,32.0700,33.6735
10752,Simon Crowther,UK,1.3900,1.4595
11057,Simon Crowther,UK,4.1300,4.3365
10409,Yvonne Moncada,Argentina,29.8300,31.3215
10531,Yvonne Moncada,Argentina,8.1200,8.5260
10898,Yvonne Moncada,Argentina,1.2700,1.3335
10958,Yvonne Moncada,Argentina,49.5600,52.0380
10986,Yvonne Moncada,Argentina,217.8600,228.7530
10305,Rene Phillips,USA,257.6200,296.2630
10338,Rene Phillips,USA,84.2100,96.8415
10441,Rene Phillips,USA,73.0200,83.9730
10594,Rene Phillips,USA,5.2400,6.0260
10680,Rene Phillips,USA,26.6100,30.6015
10706,Rene Phillips,USA,135.6300,155.9745
10808,Rene Phillips,USA,45.5300,52.3595
10855,Rene Phillips,USA,170.9700,196.6155
10965,Rene Phillips,USA,144.3800,166.0370
11034,Rene Phillips,USA,40.3200,46.3680
10260,Henriette Pfalzheim,Germany,55.0900,60.5990
10407,Henriette Pfalzheim,Germany,91.4800,100.6280
10508,Henriette Pfalzheim,Germany,4.9900,5.4890
10554,Henriette Pfalzheim,Germany,120.9700,133.0670
10580,Henriette Pfalzheim,Germany,75.8900,83.4790
10684,Henriette Pfalzheim,Germany,145.6300,160.1930
10766,Henriette Pfalzheim,Germany,157.5500,173.3050
10833,Henriette Pfalzheim,Germany,71.4900,78.6390
10999,Henriette Pfalzheim,Germany,96.3500,105.9850
11020,Henriette Pfalzheim,Germany,43.3000,47.6300
10322,Guillermo FernÃ¡ndez,Mexico,0.4000,0.4200
10354,Guillermo FernÃ¡ndez,Mexico,53.8000,56.4900
10474,Guillermo FernÃ¡ndez,Mexico,83.4900,87.6645
10502,Guillermo FernÃ¡ndez,Mexico,69.3200,72.7860
10995,Guillermo FernÃ¡ndez,Mexico,46.0000,48.3000
11073,Guillermo FernÃ¡ndez,Mexico,24.9500,26.1975
10353,Georg Pipps,Austria,360.6300,378.6615
10392,Georg Pipps,Austria,122.4600,128.5830
10427,Georg Pipps,Austria,31.2900,32.8545
10489,Georg Pipps,Austria,5.2900,5.5545
10530,Georg Pipps,Austria,339.2200,356.1810
10597,Georg Pipps,Austria,35.1200,36.8760
10686,Georg Pipps,Austria,96.5000,101.3250
10747,Georg Pipps,Austria,117.3300,123.1965
10844,Georg Pipps,Austria,25.2200,26.4810
11053,Georg Pipps,Austria,53.0500,55.7025
10336,Isabel de Castro,Portugal,15.5100,16.2855
10397,Isabel de Castro,Portugal,60.2600,63.2730
10433,Isabel de Castro,Portugal,73.8300,77.5215
